id,topics
44631397,"[(1, 0.32769948), (4, 0.27693343), (5, 0.37299562)]"
44635348,"[(1, 0.1456063), (2, 0.31081203), (3, 0.5271077)]"
43549063,"[(0, 0.04173182), (1, 0.041690603), (2, 0.04167965), (3, 0.041700087), (4, 0.041699164), (5, 0.0416668), (6, 0.7081375), (7, 0.04169438)]"
43591949,"[(0, 0.07567011), (2, 0.24645898), (4, 0.5472541), (5, 0.056913562), (6, 0.06744252)]"
44639895,"[(0, 0.0417209), (1, 0.041690554), (2, 0.041679624), (3, 0.041700017), (4, 0.041699156), (5, 0.041666795), (6, 0.7081486), (7, 0.041694358)]"
44648119,"[(2, 0.8816215), (7, 0.1042108)]"
44648203,"[(2, 0.9876592)]"
44653005,"[(0, 0.17409495), (2, 0.81662726)]"
43598197,"[(0, 0.69934016), (3, 0.19722903), (5, 0.05378326), (7, 0.040860087)]"
44653032,"[(0, 0.6033542), (3, 0.37876454)]"
43605399,"[(3, 0.98051596)]"
43606174,"[(0, 0.075659744), (2, 0.24645734), (4, 0.54724705), (5, 0.056932475), (6, 0.067442656)]"
43606636,"[(0, 0.0754236), (2, 0.23773181), (4, 0.5603244), (5, 0.055585865), (6, 0.06477645)]"
44654353,"[(0, 0.16839756), (2, 0.82254833)]"
43616903,"[(0, 0.08561744), (2, 0.4311971), (3, 0.2981636), (4, 0.17184572)]"
43635679,"[(0, 0.041719854), (1, 0.04169055), (2, 0.04167963), (3, 0.041699953), (4, 0.04169908), (5, 0.041666802), (6, 0.70814985), (7, 0.041694313)]"
43669409,"[(3, 0.2914376), (7, 0.6975219)]"
43704539,"[(0, 0.25586712), (4, 0.73383874)]"
43704608,"[(0, 0.2367782), (4, 0.7527848)]"
43732031,"[(0, 0.40767384), (2, 0.27340746), (4, 0.21300974), (7, 0.09885953)]"
43732438,"[(0, 0.3825248), (2, 0.32202747), (4, 0.17888846), (7, 0.10970266)]"
43732647,"[(0, 0.43078896), (2, 0.3087046), (4, 0.15993619), (7, 0.09361819)]"
43735091,"[(0, 0.3542383), (2, 0.20517944), (4, 0.122642495), (5, 0.059172012), (7, 0.2531632)]"
44687296,"[(0, 0.9373667)]"
44690322,"[(0, 0.08093964), (3, 0.89876527)]"
44730445,"[(0, 0.19273986), (2, 0.57059026), (3, 0.22843479)]"
43761206,"[(3, 0.98248106)]"
44793172,"[(3, 0.9686876)]"
44816066,"[(3, 0.74972486), (6, 0.21448465)]"
44930482,"[(2, 0.89608306), (3, 0.093484625)]"
43763178,"[(2, 0.046150576), (3, 0.9391284)]"
45033925,"[(0, 0.5002281), (3, 0.38218558), (6, 0.09151372)]"
45046426,"[(0, 0.04171948), (1, 0.041690543), (2, 0.041679624), (3, 0.04169994), (4, 0.041699074), (5, 0.0416668), (6, 0.70815027), (7, 0.041694306)]"
45049091,"[(0, 0.2882081), (2, 0.3024617), (3, 0.06314439), (4, 0.12964445), (5, 0.21201769)]"
43798258,"[(0, 0.06250966), (1, 0.06250073), (2, 0.06255266), (3, 0.06263244), (4, 0.5622164), (5, 0.062540345), (6, 0.06250073), (7, 0.062547006)]"
45050414,"[(2, 0.6542759), (3, 0.2521911), (4, 0.08471613)]"
43805021,"[(2, 0.12336773), (3, 0.45359123), (5, 0.4069896)]"
45069736,"[(3, 0.88563603), (4, 0.10378894)]"
43809972,"[(5, 0.9781097)]"
45084134,"[(1, 0.17202613), (3, 0.15210153), (5, 0.661958)]"
43815309,"[(0, 0.5551789), (3, 0.23161715), (4, 0.19989066)]"
43821587,"[(0, 0.08568405), (2, 0.43120274), (3, 0.2981423), (4, 0.17179473)]"
43851841,"[(0, 0.041727558), (1, 0.041690573), (2, 0.041679636), (3, 0.04170001), (4, 0.04169913), (5, 0.041666795), (6, 0.7081419), (7, 0.041694347)]"
45092452,"[(0, 0.0113831805), (1, 0.011378974), (2, 0.0113719115), (3, 0.9203099), (4, 0.011404524), (5, 0.011400176), (6, 0.011382451), (7, 0.011368885)]"
45094640,"[(0, 0.7689602), (1, 0.011370481), (2, 0.011392001), (3, 0.011392223), (4, 0.011385377), (5, 0.16276264), (6, 0.01136702), (7, 0.011370081)]"
45106550,"[(0, 0.12864345), (4, 0.15295306), (5, 0.33234516), (7, 0.38302383)]"
45106882,"[(0, 0.06720916), (2, 0.36805752), (3, 0.40619722), (7, 0.14569807)]"
43853381,"[(2, 0.9657785), (5, 0.024834557)]"
43854427,"[(3, 0.74547535), (5, 0.21500212)]"
43857682,"[(0, 0.041719295), (1, 0.041690543), (2, 0.04167962), (3, 0.04169994), (4, 0.041699074), (5, 0.0416668), (6, 0.7081504), (7, 0.041694306)]"
43864155,"[(0, 0.9763319)]"
43884709,"[(0, 0.085665695), (2, 0.43121713), (3, 0.29816875), (4, 0.17177218)]"
43888373,"[(0, 0.041728623), (1, 0.041690588), (2, 0.041679643), (3, 0.04170004), (4, 0.04169922), (5, 0.0416668), (6, 0.70814073), (7, 0.041694373)]"
43941349,"[(2, 0.1583965), (3, 0.1835721), (5, 0.6431274)]"
45108144,"[(0, 0.9662983)]"
45109190,"[(2, 0.36993513), (3, 0.60223675)]"
45127275,"[(3, 0.9756352)]"
45165107,"[(0, 0.24034989), (3, 0.7403851)]"
43949450,"[(0, 0.9027247), (1, 0.013891187), (2, 0.013890637), (3, 0.013893229), (4, 0.0138978185), (5, 0.013910153), (6, 0.013893006), (7, 0.013899317)]"
43949566,"[(0, 0.9027239), (1, 0.013891188), (2, 0.013890637), (3, 0.01389323), (4, 0.0138978185), (5, 0.013910891), (6, 0.013893006), (7, 0.013899318)]"
43949571,"[(0, 0.06965422), (2, 0.26268262), (5, 0.6531048)]"
43950036,"[(2, 0.3150386), (3, 0.48270816), (5, 0.19126935)]"
43952800,"[(2, 0.2779149), (3, 0.15992202), (5, 0.55012035)]"
43954644,"[(2, 0.14679033), (5, 0.8365199)]"
43954799,"[(2, 0.24282098), (5, 0.74011016)]"
43955242,"[(2, 0.46018168), (3, 0.10266886), (5, 0.42353982)]"
43955380,"[(2, 0.3450033), (3, 0.11487111), (5, 0.5262133)]"
43955621,"[(2, 0.5055703), (5, 0.4773595)]"
45194691,"[(0, 0.0208477), (1, 0.49766126), (2, 0.020843446), (3, 0.37722006), (4, 0.020847054), (5, 0.020866413), (6, 0.020844303), (7, 0.020869732)]"
43956399,"[(2, 0.17880192), (3, 0.53735566), (4, 0.12506078), (7, 0.1515232)]"
45195060,"[(0, 0.26280543), (2, 0.40169168), (3, 0.29148167), (4, 0.04109105)]"
43990039,"[(2, 0.9880051)]"
44052298,"[(0, 0.29501593), (3, 0.36764646), (4, 0.09815632), (5, 0.2248765)]"
44089372,"[(0, 0.89057064), (1, 0.015625656), (2, 0.015626512), (3, 0.01563007), (4, 0.015635246), (5, 0.015646685), (6, 0.015627304), (7, 0.015637929)]"
44089499,"[(0, 0.89057267), (1, 0.015625656), (2, 0.015626512), (3, 0.01563007), (4, 0.015635245), (5, 0.015644629), (6, 0.015627304), (7, 0.015637927)]"
45260441,"[(3, 0.88850623), (4, 0.09003483)]"
45260796,"[(0, 0.8050801), (3, 0.17745407)]"
45277002,"[(0, 0.5077303), (2, 0.19209574), (3, 0.27931014)]"
45278792,"[(0, 0.5114883), (3, 0.4762006)]"
45290930,"[(0, 0.08102037), (3, 0.73065853), (6, 0.1598815)]"
45294547,"[(0, 0.4697956), (3, 0.5067197)]"
45320661,"[(0, 0.6593933), (2, 0.32765627)]"
44090051,"[(0, 0.1364556), (2, 0.103313416), (4, 0.23799597), (7, 0.51508015)]"
44090216,"[(0, 0.12614962), (2, 0.128184), (4, 0.2305881), (7, 0.5080224)]"
44103406,"[(0, 0.47462562), (4, 0.47529128)]"
45320927,"[(3, 0.87559646), (4, 0.10463031)]"
45322743,"[(0, 0.7288618), (2, 0.2513766)]"
45323012,"[(0, 0.45962673), (2, 0.5250437)]"
45323157,"[(2, 0.8542234), (7, 0.13650899)]"
44106875,"[(1, 0.025142433), (2, 0.96469927)]"
45323433,"[(0, 0.45272085), (2, 0.532256)]"
45324603,"[(0, 0.67146915), (1, 0.183121), (3, 0.13118489)]"
45340573,"[(0, 0.82482326), (1, 0.025012352), (2, 0.02502964), (3, 0.025016926), (4, 0.025049012), (5, 0.025002057), (6, 0.025045972), (7, 0.025020765)]"
45369271,"[(0, 0.33348802), (3, 0.5479405), (6, 0.09450485)]"
45371637,"[(0, 0.46739447), (3, 0.36474547), (6, 0.15259966)]"
45372909,"[(0, 0.2736387), (3, 0.6234006), (6, 0.08963946)]"
44123551,"[(3, 0.28605494), (4, 0.656175)]"
44155820,"[(0, 0.041732393), (1, 0.041690603), (2, 0.04167965), (3, 0.041700065), (4, 0.041699275), (5, 0.0416668), (6, 0.7081368), (7, 0.041694403)]"
45375092,"[(5, 0.97864354)]"
45387183,"[(2, 0.42454225), (3, 0.30135822), (5, 0.263306)]"
45403759,"[(1, 0.027969941), (2, 0.25966024), (3, 0.5004008), (5, 0.2030202)]"
44188364,"[(1, 0.3212756), (2, 0.1438859), (3, 0.33678126), (4, 0.1009046), (6, 0.090993)]"
45416949,"[(2, 0.9315083), (4, 0.05873618)]"
44204917,"[(0, 0.4505546), (2, 0.10849914), (3, 0.43340605)]"
44267740,"[(5, 0.9415836)]"
44269997,"[(0, 0.85398304), (1, 0.020845374), (2, 0.02086264), (3, 0.02086564), (4, 0.020858502), (5, 0.020875365), (6, 0.02084578), (7, 0.020863703)]"
44272035,"[(1, 0.22965042), (3, 0.71670103)]"
44275143,"[(1, 0.1166204), (2, 0.111356065), (4, 0.23122561), (6, 0.050033785), (7, 0.4818234)]"
44285489,"[(0, 0.5500633), (5, 0.30260634), (6, 0.10561591)]"
45428108,"[(3, 0.8819052), (6, 0.10392167)]"
45451019,"[(1, 0.17203559), (3, 0.15210882), (5, 0.66194123)]"
45464696,"[(3, 0.40798137), (5, 0.5619648)]"
45471550,"[(0, 0.333914), (3, 0.5476763), (6, 0.09434301)]"
45486786,"[(0, 0.066956736), (2, 0.40153077), (5, 0.45896643), (6, 0.06603902)]"
44309139,"[(0, 0.01390872), (1, 0.0138933575), (2, 0.01389747), (3, 0.68723136), (4, 0.013898255), (5, 0.22937827), (6, 0.013898906), (7, 0.013893681)]"
44311166,"[(2, 0.21836208), (4, 0.35771203), (6, 0.07955823), (7, 0.32349113)]"
45488498,"[(0, 0.07345915), (3, 0.9112104)]"
45489422,"[(5, 0.98652405)]"
45490894,"[(0, 0.94522154)]"
44365942,"[(0, 0.040115647), (3, 0.9411084)]"
44381801,"[(3, 0.2859854), (4, 0.6562448)]"
45518568,"[(2, 0.91190165), (4, 0.06387661)]"
45531223,"[(0, 0.39928868), (1, 0.1893249), (5, 0.39957404)]"
45543657,"[(0, 0.30369753), (2, 0.14438322), (3, 0.25506824), (5, 0.28212318)]"
45549202,"[(3, 0.9561004), (6, 0.029169338)]"
45549372,"[(0, 0.1314105), (1, 0.056074467), (2, 0.27584168), (3, 0.3376221), (4, 0.1846095)]"
45550117,"[(2, 0.97694176)]"
45553881,"[(3, 0.88187224), (6, 0.103954636)]"
45569520,"[(2, 0.66023386), (3, 0.33082187)]"
45569949,"[(0, 0.01390271), (1, 0.013905339), (2, 0.013906222), (3, 0.63311887), (4, 0.28344762), (5, 0.013915546), (6, 0.013898345), (7, 0.013905334)]"
45570287,"[(2, 0.6726083), (3, 0.12742771), (4, 0.1839088)]"
46183296,"[(0, 0.71543026), (2, 0.19507076), (6, 0.08115363)]"
46185910,"[(0, 0.92446715), (6, 0.06626437)]"
45611813,"[(0, 0.11258013), (3, 0.8154847), (6, 0.05916478)]"
46203920,"[(0, 0.45370752), (2, 0.18436684), (4, 0.10594098), (7, 0.24964154)]"
45625893,"[(2, 0.9393781), (6, 0.05019174)]"
45626344,"[(0, 0.5747676), (2, 0.08777288), (4, 0.30451775)]"
45626496,"[(0, 0.04171977), (1, 0.041690543), (2, 0.041679624), (3, 0.041699946), (4, 0.04169908), (5, 0.0416668), (6, 0.7081499), (7, 0.041694313)]"
45645010,"[(0, 0.23665348), (3, 0.6483753), (4, 0.096566804)]"
45646281,"[(0, 0.19709516), (3, 0.705264), (6, 0.080257565)]"
45676989,"[(0, 0.21876995), (3, 0.67188567), (4, 0.0919599)]"
45677595,"[(5, 0.9863133)]"
46210362,"[(0, 0.13221249), (3, 0.84502023)]"
46227677,"[(0, 0.9354793), (7, 0.052407008)]"
46227813,"[(0, 0.9354787), (7, 0.052407637)]"
46227889,"[(0, 0.9354925), (7, 0.052393764)]"
46227990,"[(0, 0.9354858), (7, 0.052400555)]"
46228127,"[(0, 0.9354797), (7, 0.052406613)]"
46228198,"[(0, 0.93547744), (7, 0.052408855)]"
46228253,"[(0, 0.93547344), (7, 0.052412868)]"
46246603,"[(4, 0.83700466), (7, 0.12887086)]"
46247578,"[(0, 0.11189816), (2, 0.20884962), (4, 0.06130308), (7, 0.61219424)]"
46248725,"[(0, 0.31715488), (2, 0.31253427), (4, 0.13576649), (7, 0.22828732)]"
45690633,"[(3, 0.62849057), (4, 0.18402143), (5, 0.16662313)]"
46249400,"[(0, 0.10717813), (3, 0.8800902)]"
45690789,"[(3, 0.916461), (6, 0.069363)]"
45693081,"[(1, 0.05947736), (3, 0.9217329)]"
46249754,"[(0, 0.33106065), (1, 0.08619448), (2, 0.38871795), (3, 0.18697244)]"
46251003,"[(2, 0.18993104), (3, 0.5427568), (4, 0.20976573), (7, 0.042821232)]"
45708252,"[(3, 0.92132014), (5, 0.03309476), (6, 0.035650317)]"
45730197,"[(0, 0.43737784), (3, 0.49694338), (6, 0.052071992)]"
45742471,"[(0, 0.37439048), (3, 0.611955)]"
45742782,"[(0, 0.32411435), (4, 0.3507413), (5, 0.24188137), (7, 0.06658243)]"
45744372,"[(0, 0.25586486), (4, 0.733841)]"
45744444,"[(3, 0.9813551)]"
45758252,"[(0, 0.13336098), (1, 0.045933776), (3, 0.7550353), (6, 0.050942186)]"
45774067,"[(0, 0.025043307), (1, 0.025012162), (2, 0.02502231), (3, 0.8248588), (4, 0.025002318), (5, 0.025033627), (6, 0.025001783), (7, 0.025025714)]"
45775491,"[(0, 0.015653443), (1, 0.01563109), (2, 0.015635172), (3, 0.7655397), (4, 0.015628783), (5, 0.015641207), (6, 0.1406341), (7, 0.015636537)]"
45775939,"[(3, 0.8556609), (6, 0.086540446)]"
45776299,"[(0, 0.025092825), (1, 0.025002895), (2, 0.025003651), (3, 0.6248251), (4, 0.025023002), (5, 0.025010254), (6, 0.22501704), (7, 0.025025276)]"
45776853,"[(0, 0.102264486), (3, 0.88356155)]"
45778570,"[(0, 0.025092442), (1, 0.025002893), (2, 0.02500365), (3, 0.6248255), (4, 0.025022997), (5, 0.02501025), (6, 0.22501701), (7, 0.025025273)]"
45788761,"[(3, 0.47331038), (7, 0.51167154)]"
45788963,"[(0, 0.125), (1, 0.125), (2, 0.125), (3, 0.125), (4, 0.125), (5, 0.125), (6, 0.125), (7, 0.125)]"
45789144,"[(0, 0.06250094), (1, 0.06250094), (2, 0.5624787), (3, 0.06251566), (4, 0.06250094), (5, 0.06250094), (6, 0.06250094), (7, 0.06250094)]"
45789353,"[(0, 0.125), (1, 0.125), (2, 0.125), (3, 0.125), (4, 0.125), (5, 0.125), (6, 0.125), (7, 0.125)]"
45789509,"[(0, 0.06250094), (1, 0.06250094), (2, 0.56247866), (3, 0.06251571), (4, 0.06250094), (5, 0.06250094), (6, 0.06250094), (7, 0.06250094)]"
45789622,"[(0, 0.04168782), (1, 0.04168442), (2, 0.4399568), (3, 0.041690536), (4, 0.3098824), (5, 0.041755866), (6, 0.041671522), (7, 0.04167067)]"
45789650,"[(0, 0.062500484), (1, 0.06252681), (2, 0.56235355), (3, 0.06253101), (4, 0.062500484), (5, 0.06258507), (6, 0.06250211), (7, 0.062500484)]"
45789739,"[(0, 0.062500484), (1, 0.06252667), (2, 0.56236815), (3, 0.06253083), (4, 0.062500484), (5, 0.062570766), (6, 0.06250211), (7, 0.062500484)]"
45792317,"[(3, 0.9858616)]"
45793185,"[(3, 0.9858621)]"
45804708,"[(1, 0.057175238), (2, 0.32319763), (3, 0.5218161), (5, 0.091630444)]"
45805490,"[(2, 0.9863049)]"
45807212,"[(3, 0.9858622)]"
45807571,"[(0, 0.39332807), (2, 0.55935854), (6, 0.029428216)]"
45817241,"[(5, 0.98609746)]"
45830776,"[(0, 0.041721337), (1, 0.04169055), (2, 0.04167963), (3, 0.041699953), (4, 0.04169909), (5, 0.0416668), (6, 0.70814836), (7, 0.04169432)]"
45832211,"[(3, 0.98539484)]"
45834752,"[(3, 0.98053575)]"
45839165,"[(2, 0.13267356), (3, 0.5041711), (5, 0.23624466), (6, 0.11372868)]"
45858095,"[(0, 0.42858025), (1, 0.1185946), (2, 0.41108757)]"
46323391,"[(2, 0.4412428), (5, 0.5437338)]"
45870387,"[(5, 0.91888165), (7, 0.069202185)]"
45871018,"[(0, 0.012514974), (1, 0.012506086), (2, 0.71834934), (3, 0.0125053795), (4, 0.01251795), (5, 0.012514947), (6, 0.012500524), (7, 0.20659082)]"
45872738,"[(3, 0.9858616)]"
45885546,"[(3, 0.98586136)]"
45891545,"[(2, 0.35487422), (3, 0.632612)]"
45900076,"[(0, 0.45272833), (2, 0.53224856)]"
45900213,"[(0, 0.4596257), (2, 0.52504474)]"
45900327,"[(0, 0.7288543), (2, 0.25138405)]"
45904043,"[(3, 0.98586226)]"
45936424,"[(0, 0.13850531), (1, 0.042002317), (2, 0.44105604), (3, 0.30786112), (5, 0.06587927)]"
45942492,"[(0, 0.17525855), (2, 0.30020696), (3, 0.10611416), (4, 0.16587663), (5, 0.24760048)]"
45960292,"[(0, 0.13206606), (3, 0.8532133)]"
45960752,"[(0, 0.107167594), (3, 0.8801007)]"
46343317,"[(0, 0.67146444), (1, 0.1831194), (3, 0.13119118)]"
46361329,"[(1, 0.19733283), (3, 0.3918527), (5, 0.3929322)]"
46361850,"[(3, 0.9853956)]"
45965273,"[(1, 0.040631387), (3, 0.75761694), (5, 0.18387783)]"
46366850,"[(0, 0.35595226), (3, 0.6303911)]"
46382786,"[(0, 0.6613456), (4, 0.14100151), (5, 0.18907623)]"
45965887,"[(0, 0.15008175), (1, 0.026449287), (2, 0.20162302), (3, 0.6157397)]"
45969928,"[(0, 0.511392), (3, 0.31881645), (7, 0.16291213)]"
46389592,"[(0, 0.71769774), (1, 0.04312041), (4, 0.23036446)]"
45998725,"[(1, 0.043162618), (3, 0.67101866), (5, 0.26077563)]"
46401938,"[(2, 0.97077405)]"
46404313,"[(0, 0.45272493), (2, 0.53225195)]"
46406411,"[(1, 0.10358459), (2, 0.26537344), (3, 0.49815798), (5, 0.127194)]"
46002354,"[(1, 0.13057517), (2, 0.359156), (5, 0.48869342)]"
46013552,"[(2, 0.730347), (5, 0.2513173)]"
46013554,"[(0, 0.13204354), (3, 0.85323584)]"
46013960,"[(0, 0.041730437), (1, 0.04169059), (2, 0.041679643), (3, 0.041700028), (4, 0.041699164), (5, 0.0416668), (6, 0.70813894), (7, 0.041694377)]"
46429346,"[(0, 0.31401423), (1, 0.18322966), (2, 0.33033717), (4, 0.083937205), (5, 0.077430926)]"
46046196,"[(2, 0.9600007), (4, 0.02971597)]"
46455900,"[(0, 0.06263561), (1, 0.06250625), (2, 0.06253941), (3, 0.56219953), (4, 0.06260042), (5, 0.06250625), (6, 0.06250625), (7, 0.06250625)]"
46073047,"[(2, 0.17998716), (3, 0.72121716), (5, 0.08720399)]"
46461528,"[(0, 0.07855275), (2, 0.8251433), (5, 0.08837833)]"
46092223,"[(0, 0.04172652), (1, 0.041690577), (2, 0.04167964), (3, 0.041700102), (4, 0.04169919), (5, 0.0416668), (6, 0.70814276), (7, 0.041694373)]"
46093649,"[(0, 0.3933367), (2, 0.55935097), (6, 0.029427113)]"
46471893,"[(3, 0.9675599)]"
46094029,"[(0, 0.15240249), (1, 0.15768136), (2, 0.5168654), (4, 0.09757759), (5, 0.068881854)]"
46099895,"[(3, 0.7482687), (4, 0.11100512), (7, 0.101612575)]"
46115212,"[(2, 0.22807613), (3, 0.59755385), (5, 0.16411366)]"
46126133,"[(0, 0.10718163), (3, 0.88008666)]"
46477292,"[(3, 0.44224438), (5, 0.16952755), (6, 0.35977086)]"
46502112,"[(2, 0.6631036), (3, 0.32739142)]"
47741039,"[(0, 0.076787174), (2, 0.04770861), (3, 0.6991403), (5, 0.16866158)]"
47751813,"[(0, 0.95783025), (7, 0.02944591)]"
46524028,"[(0, 0.031102309), (2, 0.33949152), (3, 0.61962473)]"
46537000,"[(1, 0.10480177), (2, 0.6117791), (4, 0.26500744)]"
46537138,"[(2, 0.09836894), (4, 0.40186372), (5, 0.28324032), (7, 0.19018084)]"
46539142,"[(3, 0.9851479)]"
46586151,"[(2, 0.52211875), (3, 0.15442753), (5, 0.30448964)]"
47752460,"[(1, 0.09206325), (2, 0.35692346), (3, 0.49086967), (4, 0.050129496)]"
47792545,"[(2, 0.44841424), (3, 0.5394707)]"
47805208,"[(2, 0.5603618), (3, 0.4301282)]"
47805688,"[(0, 0.9578107), (7, 0.029465515)]"
46628792,"[(3, 0.9858622)]"
46738871,"[(0, 0.073905416), (3, 0.91471344)]"
47808839,"[(0, 0.084379606), (2, 0.61283654), (3, 0.2945488)]"
47811329,"[(2, 0.4304414), (4, 0.37757456), (6, 0.1658949)]"
47818025,"[(0, 0.9578058), (7, 0.029470358)]"
47821496,"[(0, 0.95780396), (7, 0.029472174)]"
47821536,"[(0, 0.54176533), (2, 0.44918364)]"
47821742,"[(0, 0.9573359), (7, 0.030556148)]"
47821901,"[(0, 0.95736295), (7, 0.03052907)]"
46804107,"[(2, 0.83378017), (7, 0.15465818)]"
47822504,"[(2, 0.855568), (3, 0.13526617)]"
47824002,"[(2, 0.42601362), (3, 0.29406703), (4, 0.07513018), (7, 0.19477111)]"
47827006,"[(0, 0.8194612), (2, 0.14520669), (7, 0.02626268)]"
47849828,"[(2, 0.8542235), (7, 0.1365089)]"
46818628,"[(0, 0.8235117), (3, 0.14644414)]"
46844340,"[(0, 0.041719444), (1, 0.041690543), (2, 0.041679624), (3, 0.04169994), (4, 0.041699074), (5, 0.0416668), (6, 0.70815027), (7, 0.041694306)]"
46856746,"[(0, 0.6714611), (1, 0.18311776), (3, 0.13119613)]"
46856905,"[(0, 0.6714525), (1, 0.1831147), (3, 0.13120773)]"
46860868,"[(0, 0.39335606), (2, 0.5593369), (6, 0.029421873)]"
46864107,"[(3, 0.9858613)]"
46867149,"[(2, 0.13168634), (3, 0.8455476)]"
47851156,"[(0, 0.5417755), (2, 0.44917345)]"
47851351,"[(0, 0.5417773), (2, 0.44917166)]"
47891740,"[(0, 0.8295179), (3, 0.16249451)]"
47895227,"[(0, 0.18328781), (3, 0.7866738)]"
47897109,"[(0, 0.041723046), (1, 0.041690562), (2, 0.04167963), (3, 0.041699965), (4, 0.0416991), (5, 0.0416668), (6, 0.7081466), (7, 0.04169433)]"
47916379,"[(2, 0.7873592), (3, 0.20391017)]"
46901277,"[(0, 0.020859368), (1, 0.020848105), (2, 0.37927017), (3, 0.4956115), (4, 0.020859255), (5, 0.0208584), (6, 0.020834897), (7, 0.0208583)]"
47930539,"[(2, 0.28316233), (3, 0.7031773)]"
47931618,"[(0, 0.81198496), (3, 0.08966929), (7, 0.09041763)]"
47948241,"[(0, 0.9573594), (7, 0.03053267)]"
46904517,"[(2, 0.85422194), (7, 0.13651042)]"
47969690,"[(0, 0.041727725), (1, 0.041690584), (2, 0.04167964), (3, 0.04170023), (4, 0.04169914), (5, 0.041666795), (6, 0.70814145), (7, 0.04169439)]"
46939756,"[(0, 0.02084169), (1, 0.020837776), (2, 0.02084341), (3, 0.85404474), (4, 0.020881448), (5, 0.020849977), (6, 0.020860342), (7, 0.020840645)]"
48001907,"[(0, 0.041730102), (1, 0.041690588), (2, 0.04167964), (3, 0.04170002), (4, 0.041699152), (5, 0.041666795), (6, 0.7081393), (7, 0.04169437)]"
48034459,"[(0, 0.98980516)]"
48035053,"[(0, 0.9898053)]"
48047508,"[(0, 0.98980534)]"
48047680,"[(0, 0.9898053)]"
48051511,"[(0, 0.3107316), (3, 0.48127955), (5, 0.14061394), (6, 0.058593024)]"
46949572,"[(1, 0.078749605), (4, 0.5953322), (7, 0.3145295)]"
46951336,"[(0, 0.04171932), (1, 0.041690543), (2, 0.041679624), (3, 0.04169994), (4, 0.041699074), (5, 0.0416668), (6, 0.7081504), (7, 0.041694306)]"
48060124,"[(2, 0.8101844), (7, 0.18272993)]"
47012317,"[(0, 0.025002593), (1, 0.025079437), (2, 0.025049202), (3, 0.02504057), (4, 0.025023574), (5, 0.8248031), (6, 0.0250009), (7, 0.025000608)]"
48081634,"[(2, 0.4229428), (3, 0.54441285)]"
48113855,"[(0, 0.18263191), (2, 0.28509519), (3, 0.2064428), (7, 0.30855745)]"
48114514,"[(0, 0.18262862), (2, 0.28509727), (3, 0.20644346), (7, 0.30855802)]"
48114583,"[(0, 0.18263537), (2, 0.28509292), (3, 0.20644215), (7, 0.30855694)]"
47021919,"[(0, 0.16767427), (2, 0.63956356), (4, 0.18381995)]"
47034508,"[(3, 0.4733119), (7, 0.51167)]"
47034860,"[(3, 0.47331765), (7, 0.5116639)]"
47083749,"[(0, 0.31428385), (3, 0.32544148), (5, 0.23449047), (6, 0.10652864)]"
47084195,"[(0, 0.1705016), (2, 0.23562217), (3, 0.58518296)]"
48201451,"[(2, 0.33891812), (3, 0.43684003), (5, 0.21542414)]"
48216541,"[(1, 0.12718755), (2, 0.25088605), (3, 0.4937287), (5, 0.12257164)]"
48234427,"[(2, 0.08663707), (3, 0.7615463), (6, 0.13442296)]"
48286730,"[(3, 0.98586065)]"
47086136,"[(5, 0.9858735)]"
47127391,"[(2, 0.8542202), (7, 0.13651213)]"
48287983,"[(0, 0.26169965), (3, 0.7082589)]"
48289349,"[(0, 0.9573661), (7, 0.03052593)]"
48289917,"[(0, 0.17975864), (2, 0.29381394), (3, 0.5090375)]"
47143510,"[(0, 0.40127113), (3, 0.5592055)]"
48294879,"[(1, 0.27337393), (2, 0.39561), (3, 0.31678507)]"
48303380,"[(0, 0.042360775), (2, 0.48849154), (3, 0.45491812)]"
48304063,"[(1, 0.20295672), (2, 0.6469872), (3, 0.08361901), (7, 0.05555197)]"
48312081,"[(3, 0.7412849), (4, 0.21175836)]"
48353255,"[(3, 0.9831474)]"
48353905,"[(0, 0.18126455), (2, 0.27790034), (3, 0.5234432)]"
47160065,"[(3, 0.47331685), (7, 0.51166475)]"
47182436,"[(1, 0.043772217), (3, 0.93642414)]"
48370076,"[(0, 0.2530667), (2, 0.6891587)]"
48382758,"[(0, 0.69477093), (3, 0.28692046)]"
47204419,"[(0, 0.3559303), (3, 0.63041306)]"
47229984,"[(3, 0.985861)]"
48403518,"[(0, 0.44355592), (1, 0.12119307), (2, 0.075880215), (3, 0.17994499), (7, 0.17272112)]"
48408275,"[(0, 0.9578308), (7, 0.02944538)]"
48410076,"[(0, 0.95783377), (7, 0.029442392)]"
47244138,"[(5, 0.98587316)]"
48410720,"[(2, 0.8542196), (7, 0.13651279)]"
48429100,"[(2, 0.7005959), (3, 0.16072658), (7, 0.09693821)]"
48432522,"[(0, 0.9573669), (7, 0.030525137)]"
48432984,"[(3, 0.9326184)]"
48433488,"[(0, 0.9578099), (7, 0.029466283)]"
48433628,"[(1, 0.19690472), (2, 0.38493955), (3, 0.21310678), (6, 0.1888972)]"
47244474,"[(5, 0.98609775)]"
47248640,"[(0, 0.04171957), (1, 0.041690543), (2, 0.041679624), (3, 0.04169994), (4, 0.041699074), (5, 0.0416668), (6, 0.70815015), (7, 0.041694313)]"
48473652,"[(2, 0.8542224), (7, 0.13650995)]"
48477296,"[(0, 0.4849594), (2, 0.08200154), (3, 0.42277783)]"
